Israeli Cyber Ecosystem — Deal Database | Lama Partners | Jun 2026 | 331 companies | 485 deal rows | Sources: PitchBook + Startup Nation Finder + Web Scraping,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY INFO — repeats on every deal row,,,,,,,,,,,,,,,,,,DEAL INFO — changes per row,,,,,META,
Company Name,Website,PitchBook URL,Founding Year,Employees,Description (1 line),HQ City / Region,HQ Country,Sector Tag,Founders,Military Unit,Last Role Before Founding,Founder LinkedIn (to fill),Angels Involved,Customers (public),Total Raised ($M),Post-Money Valuation ($M),Acquired?,Acquirer,Exit Size ($M),Round Type,Round Date,Round Size ($M),Lead Investor,Co-Investors,Round Valuation ($M),Source,Notes
Dream Security,dream.security,https://my.pitchbook.com/profile/510561-82/company/profile,2022,,AI-powered cyber defense — autonomous threat detection at national and enterprise scale,Tel Aviv,Israel,Security Operations,Shalev Hulio,8200,NSO Group (co-founder),,,"Government, critical infrastructure",155.0,1100,No,,,Early Stage VC,Feb 2025,100.00,Bain Capital,"7GC & Co, Aleph, Dovi Frances, Group 11, Invariantes Fund, Sparkwave Capital, Tau Capital, Tru Arrow Partners","1,100.00",PitchBook (cyber_deals export),Unicorn $1.1B. Shalev Hulio = NSO Group co-founder. AI-native cyber defense.
Dtect Vision,www.dtectvision.ai,https://my.pitchbook.com/profile/522673-39/company/profile,2021,5,Security operations and insider threat detection platform,Israel,Israel,Security Operations,Lior Moyal,Unknown,,,,,2.72,8.93,No,,,Seed,Apr 2023,2.67,,,8.93,PitchBook,Primary Industry: Business/Productivity Software. Other Hardware | Media and Information Services (B2B)
Dtect Vision,www.dtectvision.ai,https://my.pitchbook.com/profile/522673-39/company/profile,2021,5,Security operations and insider threat detection platform,Israel,Israel,Security Operations,Lior Moyal,Unknown,,,,,2.72,8.93,No,,,Accelerator,Sep 2024,,,,,PitchBook,Primary Industry: Business/Productivity Software. Other Hardware | Media and Information Services (B2B)
Duality Technologies,dualitytech.com,,2016,11-50,Privacy Solutions for Data Collaboration,Tel Aviv,Israel,Data Security,"Rina Shainski, Alon Kaufman",8200,"Rina Shainski: co-founder Discretix (sold to ARM); Alon Kaufman: IBM research scientist, Machine Learning",,,"Financial institutions, life sciences, government — collaborative AI",50,,No,,,Series B,,50.0,,,,Startup Nation Finder,Privacy-preserving data collaboration using homomorphic encryption. $50M raised. Series B Samsung NEXT.
Dux Security,duxsecurity.com,,2024,11-50,Agentic Exposure Management,Tel Aviv,Israel,Security Operations,,Unknown,,,,,9.0,,No,,,Seed,,9.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Echo Software,echosoftware.io,,2024,11-50,Delivering Secure Cloud-native Infrastructure,Tel Aviv,Israel,Cloud Security,,Unknown,,,,,50.0,,No,,,Series A,,50.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
EdgeHawk Security,edgehawk.io,,2020,11-50,Network Cybersecurity,Tel Aviv,Israel,Network Security,,Unknown,,,,,5.6,,No,,,Seed,,5.6,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Element Security,elementsecurity.io,,2021,11-50,Continuous Threat Exposure Management,Tel Aviv,Israel,Security Operations,,Unknown,,,,,5.0,,No,,,Seed,,5.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Enclave,enclave.security,,2026,1-10,AI Code Security Platform,Tel Aviv,Israel,Application Security,,Unknown,,,,,6.0,,No,,,Seed,,6.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Eureka Security,eureka.security,,2022,,Data security posture management (DSPM) — discovers and secures cloud data stores,Tel Aviv,Israel,Data Security,"Liat Hayun, Or Azarzar",8200,"IBM, Wiz",,Assaf Rappaport,,,,Yes,Akamai,Undisclosed,Early Stage VC,May 2023,,,,,PitchBook (cyber_deals export),Acquired by Akamai 2024. Battery Ventures + Cerca Partners backed.
Fabrix Security,www.fabrix.security,https://my.pitchbook.com/profile/992311-21/company/profile,2024,22,AI security — model protection and LLM security for enterprise AI deployments,Israel,Israel,AI Security,Raz Rotenberg,Unknown,,,,,8.07,16.00,No,,,Seed,Sep 2025,8.07,Norwest,"Jibe Ventures, Merlin Ventures, ToDay Ventures",16.00,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Network Management Software
Fig Security,www.fig.security,https://my.pitchbook.com/profile/895977-91/company/profile,2025,25,AI-powered security platform for enterprise infrastructure protection,Israel,Israel,AI Security,Gal Shafir,Unknown,,,,,38.00,51.70,No,,,Early Stage VC,Jan 2026,38.00,Team8,"Ten Eleven Ventures, U&I Ventures",51.70,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Forter,forter.com,,2013,500+,Identity Intelligence Platform,Tel Aviv,Israel,Identity & Access,"Michael Reitblat, Liron Damri, Alon Shemesh",8200 (all three founders graduated Unit 8200),All three: Fraud Sciences (acq. PayPal 2008) → PayPal risk/fraud department,,,"Wayfair, ASICS, HelloFresh — $250B+ transactions annually, 1.8B identities",525.0,,No,,,Series F,,525.0,,,,Startup Nation Finder,$525M raised. $3B+ valuation. All founders Unit 8200 veterans. Alon Shemesh has since left. Forbes Cloud 100 five consecutive years.
Frame Security,framesecurity.io,,2025,11-50,AI Security Awareness and Human-risk Platform,Tel Aviv,Israel,AI Security,,Unknown,,,,,50.0,,No,,,Series A,,50.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
GCC Team,www.gccteam.com,https://my.pitchbook.com/profile/1376437-69/company/profile,,,Cyber defense and security operations platform,Israel,Israel,Security Operations,Amos Harush,Unknown,,,,,,,No,,,Early Stage VC,Apr 2026,,,,,PitchBook (cyber_deals export),Primary Industry: IT Consulting and Outsourcing. Systems and Information Management
Gambit Cyber Solutions,www.gambit.security,https://my.pitchbook.com/profile/1165174-93/company/profile,2024,60,AI-native security operations automation and threat response platform,Israel,Israel,AI Security,Alon Gromakov,Unknown,,,,,66.00,,No,,,Seed,Feb 2025,5.00,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Gambit Cyber Solutions,www.gambit.security,https://my.pitchbook.com/profile/1165174-93/company/profile,2024,60,AI-native security operations automation and threat response platform,Israel,Israel,AI Security,Alon Gromakov,Unknown,,,,,66.00,,No,,,Early Stage VC,Feb 2026,61.00,"Kleiner Perkins, Spark Capital",CyberStarts,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Gambit Cyber Solutions,www.gambit.security,https://my.pitchbook.com/profile/1165174-93/company/profile,2024,60,AI-native security operations automation and threat response platform,Israel,Israel,AI Security,Alon Gromakov,Unknown,,,,,66.00,,No,,,Series A,,61.0,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Gem Security,gem.security,,2022,,Cloud detection and response (CDR) — real-time threat detection across cloud environments,Tel Aviv,Israel,Cloud Security,"Ron Konigsberg, Arie Zilberstein",8200,CyberArk,,,Enterprise cloud teams,11,,Yes,Wiz,Undisclosed,,,,,,,PitchBook,Acquired by Wiz 2024 — Wiz's first acquisition. CyberStarts seeded.
Glide Identity,www.glideidentity.com,https://my.pitchbook.com/profile/644435-83/company/profile,2024,24,Identity security and privileged access management (PAM) platform,Tel Aviv 65817,Israel,Identity & Access,Eran Haggiag,Unknown,,,,,25.00,,No,,,Accelerator,Sep 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Glide Identity,www.glideidentity.com,https://my.pitchbook.com/profile/644435-83/company/profile,2024,24,Identity security and privileged access management (PAM) platform,Tel Aviv 65817,Israel,Identity & Access,Eran Haggiag,Unknown,,,,,25.00,,No,,,Seed,Feb 2025,5.00,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Glide Identity,www.glideidentity.com,https://my.pitchbook.com/profile/644435-83/company/profile,2024,24,Identity security and privileged access management (PAM) platform,Tel Aviv 65817,Israel,Identity & Access,Eran Haggiag,Unknown,,,,,25.00,,No,,,Early Stage VC,Sep 2025,20.00,Crosspoint Capital Partners,"Amigos Venture Capital, Dynamic Loop Capital, Fidelity International Strategic Ventures, Ronald Cohen, Singtel Innov8",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Grip Security,grip.security,,2020,,SaaS identity security — discovers and secures all SaaS usage including unmanaged shadow IT,Tel Aviv,Israel,Identity & Access,"Lior Yaari, Alon Shenkler, Idan Fast",Unknown,Enterprise IAM,,,Enterprise,66.0,,No,,,Early Stage VC,Aug 2023,41.00,Third Point Ventures,"Intel Capital, Strait Capital, The Syndicate Group, YL Ventures",140.53,PitchBook (cyber_deals export),YL Ventures backed. SaaS identity growing with enterprise SaaS sprawl. $41M raised.
Guardio,guardio.com,,,,Developer of an online extension designed to combat web and browser threats. The company's tool removes malware and u...,Tel Aviv,Israel,Endpoint & XDR,"Alon Swartz, Michael Vainshtein",8200,IDF Unit 8200 cybersecurity veterans,,,1M+ consumer and business users — browser-based protection,127,,No,,,Later Stage VC,Nov 2025,80.00,ION Asset Management,"Emerge Ventures, Union Tech Ventures, Vintage",,PitchBook (cyber_deals export),Browser security extension and cyberthreat prevention. $127M raised. Series B ION Asset Management.
Guardz,www.guardz.com,https://my.pitchbook.com/profile/513318-43/company/profile,2022,160,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Dor Eisner,Unknown,,,,,84.91,122.77,No,,,Early Stage VC,Jan 2023,4.53,Hanaco Ventures,"Atento Capital, Cyverse Capital, GKFF Ventures, iAngels, SentinelOne",22.13,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Guardz,www.guardz.com,https://my.pitchbook.com/profile/513318-43/company/profile,2022,160,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Dor Eisner,Unknown,,,,,84.91,122.77,No,,,Early Stage VC,Nov 2023,18.00,Glilot Capital Partners,"Atento Capital, ClearSky, GKFF Ventures, Hanaco Ventures, iAngels, Lumir Ventures",45.65,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Guardz,www.guardz.com,https://my.pitchbook.com/profile/513318-43/company/profile,2022,160,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Dor Eisner,Unknown,,,,,84.91,122.77,No,,,Accelerator,Apr 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Guardz,www.guardz.com,https://my.pitchbook.com/profile/513318-43/company/profile,2022,160,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Dor Eisner,Unknown,,,,,84.91,122.77,No,,,Accelerator,Nov 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Guardz,www.guardz.com,https://my.pitchbook.com/profile/513318-43/company/profile,2022,160,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Dor Eisner,Unknown,,,,,84.91,122.77,No,,,Early Stage VC,Jun 2025,56.00,ClearSky,"George Kaiser Family Foundation, GKFF Ventures, Glilot Capital, Hanaco Ventures, iAngels, Lumir Ventures, Phoenix Insurance Company, SentinelOne",122.77,PitchBook (cyber_deals export),Primary Industry: Network Management Software
HEQA Security,www.heqa-sec.com,https://my.pitchbook.com/profile/277362-46/company/profile,2017,24,Post-quantum cryptography and quantum-safe security solutions,Modiin 7,Israel,GRC & Compliance,Yanir Farber,Unknown,,,,,12.81,,No,,,Later Stage VC,Jun 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Electronic Equipment and Instruments. Other Hardware | Network Management Software
HEQA Security,www.heqa-sec.com,https://my.pitchbook.com/profile/277362-46/company/profile,2017,24,Post-quantum cryptography and quantum-safe security solutions,Modiin 7,Israel,GRC & Compliance,Yanir Farber,Unknown,,,,,12.81,,No,,,Later Stage VC,Feb 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Electronic Equipment and Instruments. Other Hardware | Network Management Software
HUB Cyber Security,hubcybersecurity.com,,2017,51-200,Confidential Computing Cybersecurity Platform,Tel Aviv,Israel,Security Operations,"Uzi Moskovich, Eyal Moshe",8200 (Special forces Unit 81 / Unit 8200 veterans),IDF elite cyber unit leadership,,,"Financial institutions, government, defense",275,,No,,,IPO/Public,,275.0,,,,Startup Nation Finder,Confidential computing via hardware-based trusted execution environments. NASDAQ: HUB. IPO via SPAC 2023.
Hexagate,www.hexagate.com,https://my.pitchbook.com/profile/518084-92/company/profile,2022,20,Web3 security — blockchain transaction monitoring and smart contract threat detection,Israel,Israel,GRC & Compliance,Niv Yehezkel,Unknown,,,,,,,No,,,Seed,Jan 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Software Development Applications
HolistiCyber,holisticyber.com,,,,Provider of cybersecurity services intended to help organizations address advanced nation-state threats. The company ...,Tel Aviv,Israel,GRC & Compliance,,Unknown,,,,,2.9,,No,,,Later Stage VC,Apr 2024,2.85,,,,PitchBook (cyber_deals export),Primary Industry: Information Technology
Hopper Security,hoppersecurity.com,,2023,11-50,Open-source Risk Platform,Tel Aviv,Israel,Security Operations,,Unknown,,,,,7.6,,No,,,Seed,,7.6,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Hunters,hunters.ai,,2018,,"AI-native SOC platform — autonomous threat detection, investigation, and response",Tel Aviv,Israel,Security Operations,"Uri May, Tomer Kazaz",8200,Israeli military intelligence,,,"Enterprise, financial services, tech",118.4,,No,,,,,,,,,PitchBook,YL Ventures flagship. $118M total raised. Snowflake and Databricks strategic investors.
Hush Security,www.hush.security,https://my.pitchbook.com/profile/895978-63/company/profile,2024,28,Employee privacy and personal data protection platform,Tel Aviv 6153101,Israel,GRC & Compliance,Alon Horowitz,Unknown,,,,,11.00,,No,,,Seed,Sep 2025,11.00,Battery Ventures,YL Ventures,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Systems and Information Management
Hush Security,www.hush.security,https://my.pitchbook.com/profile/895978-63/company/profile,2024,28,Employee privacy and personal data protection platform,Tel Aviv 6153101,Israel,GRC & Compliance,Alon Horowitz,Unknown,,,,,11.00,,No,,,Accelerator,Nov 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Systems and Information Management
Hush Security,www.hush.security,https://my.pitchbook.com/profile/895978-63/company/profile,2024,28,Employee privacy and personal data protection platform,Tel Aviv 6153101,Israel,GRC & Compliance,Alon Horowitz,Unknown,,,,,11.00,,No,,,Accelerator,Jan 2026,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Systems and Information Management
Huskeys,www.huskeys.io,https://my.pitchbook.com/profile/820009-36/company/profile,2025,20,AI-powered security copilot for enterprise security teams and analysts,Israel,Israel,AI Security,Itai Gafni,Unknown,,,,,8.00,,No,,,Accelerator,Feb 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Huskeys,www.huskeys.io,https://my.pitchbook.com/profile/820009-36/company/profile,2025,20,AI-powered security copilot for enterprise security teams and analysts,Israel,Israel,AI Security,Itai Gafni,Unknown,,,,,8.00,,No,,,Accelerator,May 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Huskeys,www.huskeys.io,https://my.pitchbook.com/profile/820009-36/company/profile,2025,20,AI-powered security copilot for enterprise security teams and analysts,Israel,Israel,AI Security,Itai Gafni,Unknown,,,,,8.00,,No,,,Seed,Jun 2025,8.00,10D,"8200 Angels, Aki Eldar, Alon Kantor, Alumni Ventures, Anand Thangaraju, Ariel Maislos, Arthur Querou, Benny Schneider",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Huskeys,www.huskeys.io,https://my.pitchbook.com/profile/820009-36/company/profile,2025,20,AI-powered security copilot for enterprise security teams and analysts,Israel,Israel,AI Security,Itai Gafni,Unknown,,,,,8.00,,No,,,Accelerator,Jan 2026,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Hypernative,www.hypernative.io,https://my.pitchbook.com/profile/519156-91/company/profile,2022,91,Blockchain security — pre-emptive threat detection for DeFi and Web3 protocols,Israel,Israel,GRC & Compliance,Gal Sagie,Unknown,,,,,65.55,193.00,No,,,Seed,May 2023,8.80,"Quantstamp, Boldstart Ventures","Alameda Research Ventures, Alchemy Cloud, Blockdaemon, Borderless Capital, Charge Ventures, CMT Digital Holdings, IBI Tech Fund, Nexo Ventures",25.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Hypernative,www.hypernative.io,https://my.pitchbook.com/profile/519156-91/company/profile,2022,91,Blockchain security — pre-emptive threat detection for DeFi and Web3 protocols,Israel,Israel,GRC & Compliance,Gal Sagie,Unknown,,,,,65.55,193.00,No,,,Early Stage VC,Sep 2024,15.75,Quantstamp,"Bloccelerate, Boldstart Ventures, Borderless Capital, CMT Digital Holdings, IBI Tech Fund, Knollwood Capital, Re7 Capital",83.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Hypernative,www.hypernative.io,https://my.pitchbook.com/profile/519156-91/company/profile,2022,91,Blockchain security — pre-emptive threat detection for DeFi and Web3 protocols,Israel,Israel,GRC & Compliance,Gal Sagie,Unknown,,,,,65.55,193.00,No,,,Early Stage VC,Jun 2025,41.00,Ten Eleven Ventures,"Ballistic Ventures, Boldstart Ventures, IBI Tech Fund, StepStone Group, Titan Capital Partners",193.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software
